1.23667  2652.29262  827.65483
1.89132  764.46647  212.13059
2.89251  950.23302  122.49371
4.42369  505.42108  46.60358
6.76541  323.54730  19.77207
10.34675  218.62673  8.56032
15.82391  141.64689  3.63818
24.20045  83.73327  1.48235
37.01121  49.85065  0.60748
56.60348  29.88123  0.25104
